Total Run Time,600.031,Early Exit, false,,,,,
Number of Particles of Type 1,300,,,,,,,
Number of Particles of Type 2,0,,,,,,,
Number of Particles of Type 3,0,,,,,,,
Number of Particles of Type 4,0,,,,,,,
Number of Updates,,TotalTime,,,,Frame,Frame Time A,Frame Time B
2,,47.109,,,,718,0,0.046
2,,47.172,,,,719,0,0.063
2,,47.234,,,,720,0.015,0.062
1,,47.297,,,,721,0,0.063
1,,47.328,,,,722,0,0.031
1,,47.359,,,,723,0,0.031
2,,47.406,,,,724,0,0.047
2,,47.469,,,,725,0.016,0.063
1,,47.531,,,,726,0,0.062
1,,47.563,,,,727,0,0.032
1,,47.594,,,,728,0,0.031
1,,47.625,,,,729,0.016,0.031
2,,47.672,,,,730,0,0.047
2,,47.734,,,,731,0,0.062
1,,47.797,,,,732,0,0.063
1,,47.828,,,,733,0,0.031
1,,47.859,,,,734,0.015,0.031
2,,47.906,,,,735,0.031,0.047
2,,47.969,,,,736,0,0.063
1,,48.031,,,,737,0,0.062
1,,48.063,,,,738,0,0.032
2,,48.109,,,,739,0.016,0.046
2,,48.172,,,,740,0,0.063
2,,48.234,,,,741,0,0.062
1,,48.297,,,,742,0,0.063
1,,48.328,,,,743,0.016,0.031
1,,48.359,,,,744,0,0.031
2,,48.406,,,,745,0,0.047
2,,48.469,,,,746,0,0.063
1,,48.531,,,,747,0.015,0.062
1,,48.563,,,,748,0,0.032
1,,48.594,,,,749,0,0.031
2,,48.641,,,,750,0,0.047
2,,48.703,,,,751,0,0.062
1,,48.766,,,,752,0.016,0.063
1,,48.797,,,,753,0.031,0.031
1,,48.828,,,,754,0,0.031
1,,48.859,,,,755,0,0.031
2,,48.906,,,,756,0,0.047
2,,48.969,,,,757,0.016,0.063
1,,49.031,,,,758,0,0.062
1,,49.063,,,,759,0,0.032
1,,49.094,,,,760,0,0.031
2,,49.141,,,,761,0.015,0.047
2,,49.203,,,,762,0,0.062
1,,49.266,,,,763,0,0.063
1,,49.297,,,,764,0,0.031
2,,49.344,,,,765,0,0.047
2,,49.406,,,,766,0.016,0.062
2,,49.469,,,,767,0,0.063
1,,49.531,,,,768,0,0.062
1,,49.563,,,,769,0,0.032
1,,49.594,,,,770,0.016,0.031
2,,49.641,,,,771,0,0.047
2,,49.703,,,,772,0,0.062
1,,49.766,,,,773,0,0.063
2,,49.813,,,,774,0,0.047
2,,49.875,,,,775,0.015,0.062
2,,49.938,,,,776,0.032,0.063
2,,50,,,,777,0,0.062
2,,50.078,,,,778,0,0.078
2,,50.141,,,,779,0.015,0.063
2,,50.203,,,,780,0,0.062
1,,50.266,,,,781,0,0.063
1,,50.297,,,,782,0,0.031
1,,50.328,,,,783,0,0.031
1,,50.359,,,,784,0.016,0.031
2,,50.406,,,,785,0,0.047
2,,50.469,,,,786,0,0.063
1,,50.531,,,,787,0,0.062
1,,50.563,,,,788,0,0.032
1,,50.594,,,,789,0.015,0.031
1,,50.625,,,,790,0,0.031
2,,50.672,,,,791,0,0.047
2,,50.734,,,,792,0,0.062
1,,50.797,,,,793,0.016,0.063
1,,50.828,,,,794,0.031,0.031
1,,50.859,,,,795,0,0.031
2,,50.906,,,,796,0,0.047
2,,50.969,,,,797,0,0.063
1,,51.031,,,,798,0.016,0.062
1,,51.063,,,,799,0,0.032
1,,51.094,,,,800,0,0.031
1,,51.125,,,,801,0,0.031
2,,51.172,,,,802,0.016,0.047
2,,51.25,,,,803,0,0.078
2,,51.328,,,,804,0,0.078
2,,51.391,,,,805,0,0.063
2,,51.453,,,,806,0,0.062
2,,51.531,,,,807,0.015,0.078
2,,51.594,,,,808,0,0.063
2,,51.656,,,,809,0,0.062
2,,51.719,,,,810,0,0.063
2,,51.797,,,,811,0.016,0.078
2,,51.859,,,,812,0.031,0.062
2,,51.922,,,,813,0,0.063
2,,51.984,,,,814,0.016,0.062
2,,52.047,,,,815,0,0.063
2,,52.109,,,,816,0,0.062
2,,52.188,,,,817,0,0.079
2,,52.25,,,,818,0.015,0.062
2,,52.313,,,,819,0,0.063
2,,52.375,,,,820,0,0.062
2,,52.438,,,,821,0.016,0.063
2,,52.5,,,,822,0,0.062
1,,52.563,,,,823,0,0.063
2,,52.609,,,,824,0.016,0.046
2,,52.672,,,,825,0,0.063
2,,52.734,,,,826,0,0.062
1,,52.797,,,,827,0,0.063
1,,52.828,,,,828,0.015,0.031
1,,52.859,,,,829,0.031,0.031
2,,52.906,,,,830,0,0.047
2,,52.969,,,,831,0.016,0.063
1,,53.031,,,,832,0,0.062
1,,53.063,,,,833,0,0.032
1,,53.094,,,,834,0,0.031
2,,53.141,,,,835,0.016,0.047
2,,53.203,,,,836,0,0.062
1,,53.266,,,,837,0,0.063
1,,53.297,,,,838,0,0.031
2,,53.344,,,,839,0,0.047
2,,53.406,,,,840,0.015,0.062
2,,53.469,,,,841,0,0.063
1,,53.531,,,,842,0,0.062
1,,53.563,,,,843,0,0.032
1,,53.594,,,,844,0.016,0.031
1,,53.625,,,,845,0.031,0.031
2,,53.672,,,,846,0,0.047
2,,53.734,,,,847,0,0.062
1,,53.797,,,,848,0,0.063
1,,53.828,,,,849,0.016,0.031
2,,53.875,,,,850,0,0.047
2,,53.938,,,,851,0,0.063
2,,54,,,,852,0.015,0.062
1,,54.063,,,,853,0,0.063
1,,54.094,,,,854,0,0.031
1,,54.125,,,,855,0,0.031
2,,54.172,,,,856,0,0.047
2,,54.234,,,,857,0.016,0.062
1,,54.297,,,,858,0,0.063
1,,54.328,,,,859,0,0.031
2,,54.375,,,,860,0,0.047
2,,54.438,,,,861,0.016,0.063
2,,54.5,,,,862,0,0.062
1,,54.563,,,,863,0,0.063
1,,54.594,,,,864,0,0.031
1,,54.625,,,,865,0,0.031
2,,54.672,,,,866,0.015,0.047
2,,54.734,,,,867,0.047,0.062
1,,54.797,,,,868,0,0.063
1,,54.828,,,,869,0,0.031
2,,54.875,,,,870,0,0.047
2,,54.938,,,,871,0,0.063
2,,55,,,,872,0.016,0.062
2,,55.078,,,,873,0,0.078
2,,55.141,,,,874,0,0.063
2,,55.203,,,,875,0,0.062
1,,55.266,,,,876,0.015,0.063
1,,55.297,,,,877,0,0.031
2,,55.344,,,,878,0,0.047
2,,55.406,,,,879,0,0.062
2,,55.469,,,,880,0,0.063
1,,55.531,,,,881,0.016,0.062
1,,55.563,,,,882,0.031,0.032
2,,55.609,,,,883,0,0.046
2,,55.672,,,,884,0,0.063
2,,55.734,,,,885,0.016,0.062
1,,55.797,,,,886,0,0.063
1,,55.828,,,,887,0,0.031
2,,55.875,,,,888,0,0.047
2,,55.938,,,,889,0,0.063
2,,56,,,,890,0.016,0.062
1,,56.063,,,,891,0,0.063
2,,56.109,,,,892,0,0.046
2,,56.172,,,,893,0,0.063
2,,56.234,,,,894,0.015,0.062
1,,56.297,,,,895,0,0.063
2,,56.344,,,,896,0,0.047
2,,56.406,,,,897,0,0.062
2,,56.469,,,,898,0,0.063
1,,56.531,,,,899,0.016,0.062
1,,56.563,,,,900,0.031,0.032
2,,56.609,,,,901,0,0.046
2,,56.672,,,,902,0,0.063
2,,56.734,,,,903,0,0.062
1,,56.797,,,,904,0.016,0.063
1,,56.828,,,,905,0,0.031
1,,56.859,,,,906,0,0.031
1,,56.891,,,,907,0,0.032
2,,56.938,,,,908,0.015,0.047
2,,57,,,,909,0,0.062
1,,57.063,,,,910,0,0.063
1,,57.094,,,,911,0,0.031
2,,57.141,,,,912,0.016,0.047
2,,57.203,,,,913,0,0.062
1,,57.266,,,,914,0,0.063
1,,57.297,,,,915,0,0.031
2,,57.344,,,,916,0,0.047
2,,57.406,,,,917,0.016,0.062
2,,57.469,,,,918,0,0.063
1,,57.531,,,,919,0,0.062
1,,57.563,,,,920,0,0.032
2,,57.609,,,,921,0.015,0.046
2,,57.672,,,,922,0.031,0.063
2,,57.734,,,,923,0,0.062
1,,57.797,,,,924,0,0.063
1,,57.828,,,,925,0,0.031
2,,57.875,,,,926,0.016,0.047
2,,57.938,,,,927,0,0.063
2,,58,,,,928,0,0.062
1,,58.063,,,,929,0,0.063
1,,58.094,,,,930,0.016,0.031
1,,58.125,,,,931,0,0.031
2,,58.172,,,,932,0,0.047
2,,58.234,,,,933,0,0.062
1,,58.297,,,,934,0,0.063
1,,58.328,,,,935,0.015,0.031
1,,58.359,,,,936,0,0.031
2,,58.406,,,,937,0,0.047
2,,58.469,,,,938,0,0.063
1,,58.531,,,,939,0,0.062
1,,58.563,,,,940,0.016,0.032
2,,58.609,,,,941,0.031,0.046
2,,58.672,,,,942,0,0.063
2,,58.734,,,,943,0,0.062
1,,58.797,,,,944,0.016,0.063
1,,58.828,,,,945,0,0.031
2,,58.875,,,,946,0,0.047
2,,58.938,,,,947,0,0.063
2,,59,,,,948,0.015,0.062
1,,59.063,,,,949,0,0.063
1,,59.094,,,,950,0,0.031
2,,59.141,,,,951,0,0.047
2,,59.203,,,,952,0.016,0.062
1,,59.266,,,,953,0,0.063
1,,59.297,,,,954,0,0.031
1,,59.328,,,,955,0,0.031
2,,59.375,,,,956,0,0.047
2,,59.438,,,,957,0.016,0.063
2,,59.5,,,,958,0,0.062
1,,59.563,,,,959,0,0.063
1,,59.594,,,,960,0,0.031
1,,59.625,,,,961,0.015,0.031
2,,59.672,,,,962,0.032,0.047
2,,59.734,,,,963,0,0.062
1,,59.797,,,,964,0,0.063
2,,59.844,,,,965,0,0.047
2,,59.906,,,,966,0.015,0.062
2,,59.969,,,,967,0,0.063
1,,60.031,,,,968,0,0.062
2,,60.078,,,,969,0,0.047
2,,60.141,,,,970,0,0.063
2,,60.203,,,,971,0.016,0.062
1,,60.266,,,,972,0,0.063
1,,60.297,,,,973,0,0.031
1,,60.328,,,,974,0,0.031
1,,60.359,,,,975,0.015,0.031
2,,60.406,,,,976,0,0.047
2,,60.469,,,,977,0,0.063
1,,60.531,,,,978,0,0.062
1,,60.563,,,,979,0,0.032
1,,60.594,,,,980,0.016,0.031
2,,60.641,,,,981,0.031,0.047
2,,60.703,,,,982,0,0.062
1,,60.766,,,,983,0,0.063
1,,60.797,,,,984,0.016,0.031
2,,60.844,,,,985,0,0.047
2,,60.906,,,,986,0,0.062
2,,60.969,,,,987,0,0.063
1,,61.031,,,,988,0,0.062
1,,61.063,,,,989,0.016,0.032
1,,61.094,,,,990,0,0.031
2,,61.141,,,,991,0,0.047
2,,61.203,,,,992,0,0.062
1,,61.266,,,,993,0,0.063
1,,61.297,,,,994,0.015,0.031
1,,61.328,,,,995,0,0.031
2,,61.375,,,,996,0,0.047
2,,61.438,,,,997,0,0.063
2,,61.5,,,,998,0.016,0.062
1,,61.563,,,,999,0.031,0.063
2,,61.609,,,,1000,0.016,0.046
2,,61.672,,,,1001,0,0.063
2,,61.734,,,,1002,0,0.062
1,,61.797,,,,1003,0,0.063
1,,61.828,,,,1004,0,0.031
1,,61.859,,,,1005,0.015,0.031
2,,61.906,,,,1006,0,0.047
2,,61.969,,,,1007,0,0.063
1,,62.031,,,,1008,0,0.062
1,,62.063,,,,1009,0.016,0.032
1,,62.094,,,,1010,0,0.031
1,,62.125,,,,1011,0,0.031
2,,62.172,,,,1012,0.016,0.047
2,,62.234,,,,1013,0,0.062
1,,62.297,,,,1014,0,0.063
1,,62.328,,,,1015,0,0.031
1,,62.359,,,,1016,0,0.031
2,,62.406,,,,1017,0.015,0.047
2,,62.469,,,,1018,0.031,0.063
1,,62.531,,,,1019,0,0.062
1,,62.563,,,,1020,0,0.032
1,,62.594,,,,1021,0.016,0.031
2,,62.641,,,,1022,0,0.047
2,,62.703,,,,1023,0,0.062
1,,62.766,,,,1024,0,0.063
1,,62.797,,,,1025,0,0.031
1,,62.828,,,,1026,0.016,0.031
2,,62.875,,,,1027,0,0.047
2,,62.938,,,,1028,0,0.063
2,,63.016,,,,1029,0,0.078
2,,63.078,,,,1030,0.015,0.062
2,,63.141,,,,1031,0,0.063
2,,63.203,,,,1032,0,0.062
1,,63.266,,,,1033,0,0.063
1,,63.297,,,,1034,0.016,0.031
2,,63.344,,,,1035,0.031,0.047
2,,63.406,,,,1036,0,0.062
2,,63.469,,,,1037,0,0.063
1,,63.531,,,,1038,0,0.062
1,,63.563,,,,1039,0.016,0.032
2,,63.609,,,,1040,0,0.046
2,,63.672,,,,1041,0,0.063
2,,63.734,,,,1042,0,0.062
1,,63.797,,,,1043,0,0.063
2,,63.844,,,,1044,0.015,0.047
2,,63.922,,,,1045,0,0.078
2,,63.984,,,,1046,0,0.062
2,,64.047,,,,1047,0,0.063
2,,64.109,,,,1048,0.016,0.062
2,,64.172,,,,1049,0,0.063
2,,64.25,,,,1050,0,0.078
2,,64.313,,,,1051,0,0.063
2,,64.375,,,,1052,0,0.062
2,,64.438,,,,1053,0.016,0.063
2,,64.516,,,,1054,0,0.078
2,,64.578,,,,1055,0,0.062
2,,64.641,,,,1056,0,0.063
2,,64.703,,,,1057,0.015,0.062
2,,64.781,,,,1058,0.032,0.078
2,,64.844,,,,1059,0,0.063
2,,64.906,,,,1060,0,0.062
2,,64.969,,,,1061,0,0.063
2,,65.047,,,,1062,0.015,0.078
2,,65.109,,,,1063,0,0.062
2,,65.172,,,,1064,0,0.063
2,,65.234,,,,1065,0,0.062
2,,65.313,,,,1066,0.016,0.079
2,,65.375,,,,1067,0,0.062
2,,65.438,,,,1068,0,0.063
2,,65.5,,,,1069,0,0.062
1,,65.563,,,,1070,0,0.063
1,,65.594,,,,1071,0.015,0.031
1,,65.625,,,,1072,0,0.031
2,,65.672,,,,1073,0,0.047
2,,65.734,,,,1074,0,0.062
1,,65.797,,,,1075,0.016,0.063
1,,65.828,,,,1076,0.031,0.031
1,,65.859,,,,1077,0,0.031
2,,65.906,,,,1078,0,0.047
2,,65.969,,,,1079,0,0.063
1,,66.031,,,,1080,0.016,0.062
1,,66.063,,,,1081,0,0.032
1,,66.094,,,,1082,0,0.031
2,,66.141,,,,1083,0,0.047
2,,66.203,,,,1084,0,0.062
1,,66.266,,,,1085,0.016,0.063
1,,66.297,,,,1086,0,0.031
1,,66.328,,,,1087,0,0.031
2,,66.375,,,,1088,0,0.047
2,,66.438,,,,1089,0.015,0.063
2,,66.5,,,,1090,0,0.062
1,,66.563,,,,1091,0,0.063
1,,66.594,,,,1092,0,0.031
1,,66.625,,,,1093,0,0.031
2,,66.672,,,,1094,0.016,0.047
2,,66.734,,,,1095,0.031,0.062
1,,66.797,,,,1096,0,0.063
1,,66.828,,,,1097,0,0.031
1,,66.859,,,,1098,0.016,0.031
1,,66.891,,,,1099,0,0.032
2,,66.938,,,,1100,0,0.047
2,,67,,,,1101,0,0.062
1,,67.063,,,,1102,0.015,0.063
1,,67.094,,,,1103,0,0.031
1,,67.125,,,,1104,0,0.031
2,,67.172,,,,1105,0,0.047
2,,67.234,,,,1106,0,0.062
1,,67.297,,,,1107,0.016,0.063
1,,67.328,,,,1108,0,0.031
1,,67.359,,,,1109,0,0.031
2,,67.406,,,,1110,0,0.047
2,,67.469,,,,1111,0.016,0.063
1,,67.531,,,,1112,0,0.062
1,,67.563,,,,1113,0,0.032
1,,67.594,,,,1114,0,0.031
1,,67.625,,,,1115,0.015,0.031
2,,67.672,,,,1116,0.031,0.047
2,,67.734,,,,1117,0,0.062
1,,67.797,,,,1118,0,0.063
1,,67.828,,,,1119,0,0.031
1,,67.859,,,,1120,0.016,0.031
1,,67.891,,,,1121,0,0.032
2,,67.938,,,,1122,0,0.047
2,,68,,,,1123,0,0.062
1,,68.063,,,,1124,0,0.063
1,,68.094,,,,1125,0.016,0.031
1,,68.125,,,,1126,0,0.031
2,,68.172,,,,1127,0,0.047
2,,68.234,,,,1128,0,0.062
1,,68.297,,,,1129,0.015,0.063
1,,68.328,,,,1130,0,0.031
1,,68.359,,,,1131,0,0.031
2,,68.406,,,,1132,0,0.047
2,,68.469,,,,1133,0,0.063
1,,68.531,,,,1134,0.016,0.062
1,,68.563,,,,1135,0.031,0.032
1,,68.594,,,,1136,0,0.031
2,,68.641,,,,1137,0,0.047
2,,68.703,,,,1138,0.016,0.062
1,,68.766,,,,1139,0,0.063
1,,68.797,,,,1140,0,0.031
1,,68.828,,,,1141,0,0.031
2,,68.875,,,,1142,0,0.047
2,,68.938,,,,1143,0.015,0.063
2,,69,,,,1144,0,0.062
1,,69.063,,,,1145,0,0.063
2,,69.109,,,,1146,0,0.046
2,,69.172,,,,1147,0.016,0.063
2,,69.234,,,,1148,0,0.062
1,,69.297,,,,1149,0,0.063
1,,69.328,,,,1150,0,0.031
1,,69.359,,,,1151,0.016,0.031
1,,69.391,,,,1152,0,0.032
2,,69.438,,,,1153,0,0.047
2,,69.5,,,,1154,0,0.062
1,,69.563,,,,1155,0,0.063
1,,69.594,,,,1156,0.015,0.031
2,,69.641,,,,1157,0.032,0.047
2,,69.703,,,,1158,0,0.062
1,,69.766,,,,1159,0,0.063
2,,69.813,,,,1160,0.015,0.047
2,,69.875,,,,1161,0,0.062
2,,69.938,,,,1162,0,0.063
2,,70,,,,1163,0,0.062
2,,70.078,,,,1164,0,0.078
2,,70.156,,,,1165,0.016,0.078
2,,70.219,,,,1166,0,0.063
2,,70.281,,,,1167,0,0.062
2,,70.344,,,,1168,0,0.063
2,,70.406,,,,1169,0,0.062
2,,70.484,,,,1170,0.015,0.078
2,,70.547,,,,1171,0,0.063
2,,70.609,,,,1172,0,0.062
2,,70.672,,,,1173,0,0.063
2,,70.734,,,,1174,0.016,0.062
1,,70.797,,,,1175,0.031,0.063
1,,70.828,,,,1176,0,0.031
1,,70.859,,,,1177,0,0.031
2,,70.906,,,,1178,0,0.047
2,,70.969,,,,1179,0.016,0.063
1,,71.031,,,,1180,0,0.062
1,,71.063,,,,1181,0,0.032
1,,71.094,,,,1182,0,0.031
2,,71.141,,,,1183,0,0.047
2,,71.203,,,,1184,0.016,0.062
1,,71.266,,,,1185,0,0.063
1,,71.297,,,,1186,0,0.031
1,,71.328,,,,1187,0,0.031
2,,71.375,,,,1188,0.015,0.047
2,,71.438,,,,1189,0,0.063
2,,71.5,,,,1190,0,0.062
1,,71.563,,,,1191,0,0.063
1,,71.594,,,,1192,0,0.031
1,,71.625,,,,1193,0.016,0.031
2,,71.672,,,,1194,0.031,0.047
2,,71.734,,,,1195,0,0.062
1,,71.797,,,,1196,0.016,0.063
1,,71.828,,,,1197,0,0.031
1,,71.859,,,,1198,0,0.031
1,,71.891,,,,1199,0,0.032
2,,71.938,,,,1200,0.015,0.047
2,,72,,,,1201,0,0.062
1,,72.063,,,,1202,0,0.063
1,,72.094,,,,1203,0,0.031
1,,72.125,,,,1204,0.016,0.031
1,,72.156,,,,1205,0,0.031
2,,72.203,,,,1206,0,0.047
1,,72.266,,,,1207,0,0.063
1,,72.297,,,,1208,0.016,0.031
1,,72.328,,,,1209,0,0.031
2,,72.375,,,,1210,0,0.047
2,,72.438,,,,1211,0,0.063
2,,72.5,,,,1212,0.015,0.062
1,,72.563,,,,1213,0.031,0.063
1,,72.594,,,,1214,0,0.031
1,,72.625,,,,1215,0,0.031
2,,72.672,,,,1216,0.016,0.047
2,,72.734,,,,1217,0,0.062
1,,72.797,,,,1218,0,0.063
1,,72.828,,,,1219,0,0.031
1,,72.859,,,,1220,0.016,0.031
1,,72.891,,,,1221,0,0.032
1,,72.922,,,,1222,0,0.031
2,,72.969,,,,1223,0,0.047
1,,73.031,,,,1224,0.015,0.062
1,,73.063,,,,1225,0,0.032
1,,73.094,,,,1226,0,0.031
2,,73.141,,,,1227,0,0.047
2,,73.203,,,,1228,0,0.062
1,,73.266,,,,1229,0.016,0.063
1,,73.297,,,,1230,0.031,0.031
1,,73.328,,,,1231,0,0.031
1,,73.359,,,,1232,0,0.031
2,,73.406,,,,1233,0.016,0.047
2,,73.469,,,,1234,0,0.063
1,,73.531,,,,1235,0,0.062
2,,73.578,,,,1236,0,0.047
2,,73.641,,,,1237,0.015,0.063
2,,73.703,,,,1238,0,0.062
1,,73.766,,,,1239,0,0.063
1,,73.797,,,,1240,0,0.031
2,,73.844,,,,1241,0,0.047
2,,73.906,,,,1242,0.016,0.062
2,,73.969,,,,1243,0,0.063
1,,74.031,,,,1244,0,0.062
1,,74.063,,,,1245,0,0.032
2,,74.109,,,,1246,0,0.046
2,,74.172,,,,1247,0.016,0.063
2,,74.234,,,,1248,0,0.062
1,,74.297,,,,1249,0,0.063
1,,74.328,,,,1250,0,0.031
2,,74.375,,,,1251,0.015,0.047
2,,74.438,,,,1252,0.032,0.063
2,,74.5,,,,1253,0,0.062
2,,74.578,,,,1254,0,0.078
2,,74.641,,,,1255,0,0.063
2,,74.703,,,,1256,0.015,0.062
1,,74.766,,,,1257,0,0.063
1,,74.797,,,,1258,0,0.031
2,,74.844,,,,1259,0,0.047
2,,74.906,,,,1260,0.016,0.062
2,,74.969,,,,1261,0,0.063
1,,75.031,,,,1262,0,0.062
1,,75.063,,,,1263,0,0.032
1,,75.094,,,,1264,0.015,0.031
2,,75.141,,,,1265,0,0.047
2,,75.203,,,,1266,0,0.062
1,,75.266,,,,1267,0,0.063
1,,75.297,,,,1268,0,0.031
1,,75.328,,,,1269,0.016,0.031
2,,75.375,,,,1270,0.031,0.047
2,,75.438,,,,1271,0,0.063
2,,75.5,,,,1272,0,0.062
1,,75.563,,,,1273,0.016,0.063
1,,75.594,,,,1274,0,0.031
1,,75.625,,,,1275,0,0.031
2,,75.672,,,,1276,0,0.047
2,,75.734,,,,1277,0,0.062
1,,75.797,,,,1278,0.016,0.063
1,,75.828,,,,1279,0,0.031
1,,75.859,,,,1280,0,0.031
2,,75.906,,,,1281,0,0.047
2,,75.969,,,,1282,0,0.063
1,,76.031,,,,1283,0.015,0.062
2,,76.078,,,,1284,0,0.047
2,,76.141,,,,1285,0,0.063
2,,76.203,,,,1286,0,0.062
1,,76.266,,,,1287,0.016,0.063
1,,76.297,,,,1288,0.031,0.031
1,,76.328,,,,1289,0,0.031
2,,76.375,,,,1290,0,0.047
2,,76.438,,,,1291,0,0.063
2,,76.5,,,,1292,0.016,0.062
1,,76.563,,,,1293,0,0.063
1,,76.594,,,,1294,0,0.031
2,,76.641,,,,1295,0,0.047
2,,76.703,,,,1296,0,0.062
1,,76.766,,,,1297,0.015,0.063
1,,76.797,,,,1298,0,0.031
1,,76.828,,,,1299,0,0.031
1,,76.859,,,,1300,0,0.031
2,,76.906,,,,1301,0.016,0.047
2,,76.969,,,,1302,0,0.063
1,,77.031,,,,1303,0,0.062
1,,77.063,,,,1304,0,0.032
1,,77.094,,,,1305,0,0.031
1,,77.125,,,,1306,0.016,0.031
2,,77.172,,,,1307,0,0.047
2,,77.234,,,,1308,0,0.062
1,,77.297,,,,1309,0,0.063
1,,77.328,,,,1310,0.015,0.031
1,,77.359,,,,1311,0.031,0.031
1,,77.391,,,,1312,0,0.032
2,,77.438,,,,1313,0,0.047
2,,77.5,,,,1314,0.016,0.062
1,,77.563,,,,1315,0,0.063
2,,77.609,,,,1316,0,0.046
2,,77.672,,,,1317,0,0.063
2,,77.734,,,,1318,0.016,0.062
1,,77.797,,,,1319,0,0.063
1,,77.828,,,,1320,0,0.031
1,,77.859,,,,1321,0,0.031
2,,77.906,,,,1322,0.015,0.047
2,,77.969,,,,1323,0,0.063
1,,78.031,,,,1324,0,0.062
1,,78.063,,,,1325,0,0.032
1,,78.094,,,,1326,0.016,0.031
1,,78.125,,,,1327,0.031,0.031
2,,78.172,,,,1328,0,0.047
2,,78.234,,,,1329,0,0.062
1,,78.297,,,,1330,0.016,0.063
1,,78.328,,,,1331,0,0.031
2,,78.375,,,,1332,0,0.047
2,,78.438,,,,1333,0,0.063
2,,78.5,,,,1334,0,0.062
2,,78.578,,,,1335,0.015,0.078
2,,78.641,,,,1336,0,0.063
2,,78.703,,,,1337,0,0.062
1,,78.766,,,,1338,0,0.063
1,,78.797,,,,1339,0.016,0.031
2,,78.844,,,,1340,0,0.047
2,,78.906,,,,1341,0,0.062
2,,78.969,,,,1342,0,0.063
1,,79.031,,,,1343,0,0.062
1,,79.063,,,,1344,0.016,0.032
1,,79.094,,,,1345,0,0.031
2,,79.141,,,,1346,0,0.047
2,,79.203,,,,1347,0,0.062
1,,79.266,,,,1348,0.015,0.063
1,,79.297,,,,1349,0.032,0.031
1,,79.328,,,,1350,0,0.031
1,,79.359,,,,1351,0,0.031
2,,79.406,,,,1352,0.015,0.047
2,,79.469,,,,1353,0,0.063
1,,79.531,,,,1354,0,0.062
1,,79.563,,,,1355,0,0.032
2,,79.609,,,,1356,0.016,0.046
2,,79.672,,,,1357,0,0.063
2,,79.734,,,,1358,0,0.062
1,,79.797,,,,1359,0,0.063
1,,79.828,,,,1360,0.015,0.031
2,,79.875,,,,1361,0,0.047
2,,79.938,,,,1362,0,0.063
2,,80.016,,,,1363,0,0.078
2,,80.078,,,,1364,0,0.062
2,,80.141,,,,1365,0.016,0.063
2,,80.219,,,,1366,0.031,0.078
2,,80.281,,,,1367,0,0.062
2,,80.344,,,,1368,0,0.063
2,,80.406,,,,1369,0,0.062
2,,80.469,,,,1370,0.016,0.063
2,,80.547,,,,1371,0,0.078
2,,80.609,,,,1372,0,0.062
2,,80.672,,,,1373,0,0.063
2,,80.734,,,,1374,0.016,0.062
1,,80.797,,,,1375,0,0.063
1,,80.828,,,,1376,0,0.031
2,,80.875,,,,1377,0,0.047
2,,80.938,,,,1378,0,0.063
2,,81,,,,1379,0.015,0.062
1,,81.063,,,,1380,0,0.063
1,,81.094,,,,1381,0,0.031
2,,81.141,,,,1382,0,0.047
2,,81.203,,,,1383,0,0.062
1,,81.266,,,,1384,0.016,0.063
1,,81.297,,,,1385,0.031,0.031
1,,81.328,,,,1386,0,0.031
1,,81.359,,,,1387,0,0.031
1,,81.391,,,,1388,0.016,0.032
2,,81.438,,,,1389,0,0.047
2,,81.5,,,,1390,0,0.062
1,,81.563,,,,1391,0,0.063
1,,81.594,,,,1392,0.015,0.031
2,,81.641,,,,1393,0,0.047
2,,81.703,,,,1394,0,0.062
1,,81.766,,,,1395,0,0.063
1,,81.797,,,,1396,0,0.031
2,,81.844,,,,1397,0.016,0.047
2,,81.906,,,,1398,0,0.062
2,,81.969,,,,1399,0,0.063
1,,82.031,,,,1400,0,0.062
1,,82.063,,,,1401,0.016,0.032
1,,82.094,,,,1402,0,0.031
2,,82.141,,,,1403,0,0.047
2,,82.203,,,,1404,0,0.062
1,,82.266,,,,1405,0.015,0.063
1,,82.297,,,,1406,0.031,0.031
1,,82.328,,,,1407,0,0.031
1,,82.359,,,,1408,0,0.031
2,,82.406,,,,1409,0.016,0.047
2,,82.469,,,,1410,0,0.063
1,,82.531,,,,1411,0,0.062
1,,82.563,,,,1412,0,0.032
1,,82.594,,,,1413,0,0.031
1,,82.625,,,,1414,0.016,0.031
2,,82.672,,,,1415,0,0.047
2,,82.734,,,,1416,0,0.062
1,,82.797,,,,1417,0,0.063
1,,82.828,,,,1418,0,0.031
2,,82.875,,,,1419,0.015,0.047
2,,82.938,,,,1420,0,0.063
2,,83,,,,1421,0,0.062
1,,83.063,,,,1422,0,0.063
1,,83.094,,,,1423,0.016,0.031
2,,83.141,,,,1424,0.031,0.047
2,,83.203,,,,1425,0,0.062
1,,83.266,,,,1426,0,0.063
2,,83.313,,,,1427,0.016,0.047
2,,83.375,,,,1428,0,0.062
2,,83.438,,,,1429,0,0.063
2,,83.5,,,,1430,0,0.062
1,,83.563,,,,1431,0,0.063
1,,83.594,,,,1432,0.015,0.031
2,,83.641,,,,1433,0,0.047
2,,83.703,,,,1434,0,0.062
1,,83.766,,,,1435,0,0.063
2,,83.813,,,,1436,0,0.047
2,,83.875,,,,1437,0.016,0.062
2,,83.938,,,,1438,0,0.063
2,,84,,,,1439,0,0.062
1,,84.063,,,,1440,0,0.063
2,,84.109,,,,1441,0.016,0.046
